Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,G004.fsa,G016.fsa,G073.fsa,G093.fsa,H011.fsa,H130.fsa,L070.fsa,L117.fsa,V002.fsa,V008.fsa,V050.fsa,V116.fsa
rutB_2~~~rutB_1~~~rutB_6,rutB_2;rutB_1;rutB_6,Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB,12,12,1.0,1,4325,,,,561,561,561.0,BEOABDLH_03319,IGIKDAHF_02939,DPGEGJOO_02671,3_refound_84,INCINKBK_03219,AAIMJHFH_03764,CEOONHHG_02659,NAIMLHBL_02748,FBJECBCC_02695,DHFEOIJP_02971,EGPCAGCP_02709,FIDFLPKG_03040
nanK_2,nanK_2,N-acetylmannosamine kinase,12,12,1.0,1,4324,,,,1218,1218,1218.0,BEOABDLH_04514,IGIKDAHF_04176,DPGEGJOO_03865,MPBMMNBG_04231,INCINKBK_04434,AAIMJHFH_04986,CEOONHHG_04062,NAIMLHBL_04056,FBJECBCC_03890,DHFEOIJP_04180,EGPCAGCP_03912,FIDFLPKG_04255
deoC_1,deoC_1,Deoxyribose-phosphate aldolase,12,12,1.0,1,4323,,,,777,777,777.0,BEOABDLH_00740,IGIKDAHF_00340,DPGEGJOO_00277,MPBMMNBG_00526,INCINKBK_00715,AAIMJHFH_01192,CEOONHHG_00188,NAIMLHBL_00199,FBJECBCC_00314,DHFEOIJP_00443,EGPCAGCP_00277,FIDFLPKG_00514
group_2257,,hypothetical protein,12,12,1.0,1,4321,,,,1047,1047,1047.0,BEOABDLH_03231,IGIKDAHF_02852,DPGEGJOO_02587,MPBMMNBG_02910,INCINKBK_03134,AAIMJHFH_03679,CEOONHHG_02574,NAIMLHBL_02660,FBJECBCC_02611,DHFEOIJP_02886,EGPCAGCP_02623,FIDFLPKG_02953
group_2256,,hypothetical protein,12,12,1.0,1,4320,,,,288,288,288.0,BEOABDLH_01930,IGIKDAHF_01608,DPGEGJOO_01407,MPBMMNBG_01714,INCINKBK_01823,AAIMJHFH_02364,CEOONHHG_01397,NAIMLHBL_01449,FBJECBCC_01431,DHFEOIJP_01607,EGPCAGCP_01455,FIDFLPKG_01707
group_2254,,hypothetical protein,12,12,1.0,1,4317,,,,396,396,396.0,BEOABDLH_03584,IGIKDAHF_03217,DPGEGJOO_02941,MPBMMNBG_03256,INCINKBK_03509,AAIMJHFH_04034,CEOONHHG_03122,NAIMLHBL_03101,FBJECBCC_02965,DHFEOIJP_03255,EGPCAGCP_02976,FIDFLPKG_03307
group_2253,,hypothetical protein,12,12,1.0,1,4316,,,,783,783,783.0,BEOABDLH_03582,IGIKDAHF_03215,DPGEGJOO_02939,MPBMMNBG_03254,INCINKBK_03507,AAIMJHFH_04032,CEOONHHG_03120,NAIMLHBL_03099,FBJECBCC_02963,DHFEOIJP_03253,EGPCAGCP_02974,FIDFLPKG_03305
group_2251,,hypothetical protein,12,12,1.0,1,4314,,,,1218,1218,1218.0,BEOABDLH_07579,IGIKDAHF_05330,DPGEGJOO_05185,MPBMMNBG_05452,INCINKBK_05471,AAIMJHFH_07980,CEOONHHG_05293,NAIMLHBL_04635,FBJECBCC_05215,DHFEOIJP_05538,EGPCAGCP_05423,FIDFLPKG_07724
group_2250,,hypothetical protein,12,12,1.0,1,4313,,,,402,402,402.0,BEOABDLH_06575,IGIKDAHF_06613,DPGEGJOO_05884,MPBMMNBG_06755,INCINKBK_06258,AAIMJHFH_07897,CEOONHHG_06276,NAIMLHBL_06604,FBJECBCC_05312,DHFEOIJP_06787,EGPCAGCP_06143,FIDFLPKG_07406
group_2249,,hypothetical protein,12,12,1.0,1,4311,,,,399,399,399.0,BEOABDLH_03847,IGIKDAHF_03498,DPGEGJOO_03200,MPBMMNBG_03512,INCINKBK_03762,AAIMJHFH_04315,CEOONHHG_03386,NAIMLHBL_03382,FBJECBCC_03225,DHFEOIJP_03508,EGPCAGCP_03241,FIDFLPKG_03568
yrdA,yrdA,Protein YrdA,12,12,1.0,1,4310,,,,531,531,531.0,BEOABDLH_03843,IGIKDAHF_03494,DPGEGJOO_03196,MPBMMNBG_03508,INCINKBK_03758,AAIMJHFH_04311,CEOONHHG_03382,NAIMLHBL_03378,FBJECBCC_03221,DHFEOIJP_03504,EGPCAGCP_03237,FIDFLPKG_03564
group_2248,mshD_2,Mycothiol acetyltransferase,12,12,1.0,1,4309,,,,537,537,537.0,BEOABDLH_03793,IGIKDAHF_03436,DPGEGJOO_03149,MPBMMNBG_03458,INCINKBK_03708,AAIMJHFH_04262,CEOONHHG_03333,NAIMLHBL_03320,FBJECBCC_03173,DHFEOIJP_03457,EGPCAGCP_03189,11_refound_247
sasA_1~~~sasA_2,sasA_1;sasA_2,Adaptive-response sensory-kinase SasA,12,12,1.0,1,4308,,,,1521,1521,1521.0,BEOABDLH_01004,IGIKDAHF_00664,DPGEGJOO_00541,MPBMMNBG_00808,INCINKBK_01014,AAIMJHFH_01458,CEOONHHG_00487,NAIMLHBL_00521,FBJECBCC_00577,DHFEOIJP_00744,EGPCAGCP_00552,FIDFLPKG_00780
nagL_3,nagL_3,Maleylpyruvate isomerase,12,12,1.0,1,4306,,,,636,636,636.0,BEOABDLH_03397,IGIKDAHF_03019,DPGEGJOO_02754,MPBMMNBG_03075,INCINKBK_03312,AAIMJHFH_03842,CEOONHHG_02741,NAIMLHBL_02828,FBJECBCC_02778,DHFEOIJP_03061,EGPCAGCP_02789,FIDFLPKG_03121
mrpA,mrpA,Na(+)/H(+) antiporter subunit A,12,12,1.0,1,4303,,,,2358,2358,2358.0,BEOABDLH_01990,IGIKDAHF_01675,DPGEGJOO_01467,MPBMMNBG_01771,INCINKBK_01886,AAIMJHFH_02423,CEOONHHG_01455,NAIMLHBL_01518,FBJECBCC_01491,DHFEOIJP_01666,EGPCAGCP_01513,FIDFLPKG_01767
alaC,alaC,Glutamate-pyruvate aminotransferase AlaC,12,12,1.0,1,4302,,,,1218,1218,1218.0,BEOABDLH_02745,IGIKDAHF_02452,DPGEGJOO_02177,MPBMMNBG_02500,INCINKBK_02627,AAIMJHFH_03248,CEOONHHG_02168,NAIMLHBL_02204,FBJECBCC_02202,DHFEOIJP_02481,EGPCAGCP_02222,FIDFLPKG_02545
group_2246,,Deoxyguanosinetriphosphate triphosphohydrolase-like protein,12,12,1.0,1,4301,,,,1218,1218,1218.0,BEOABDLH_02687,IGIKDAHF_02390,DPGEGJOO_02118,MPBMMNBG_02441,INCINKBK_02567,AAIMJHFH_03189,CEOONHHG_02111,NAIMLHBL_02142,FBJECBCC_02143,DHFEOIJP_02422,EGPCAGCP_02164,FIDFLPKG_02486
group_2245,,hypothetical protein,12,12,1.0,1,4300,,,,417,417,417.0,BEOABDLH_03907,IGIKDAHF_03570,DPGEGJOO_03263,MPBMMNBG_03596,INCINKBK_03828,AAIMJHFH_04376,CEOONHHG_03448,NAIMLHBL_03454,FBJECBCC_03288,DHFEOIJP_03576,EGPCAGCP_03299,FIDFLPKG_03627
ddmA1,ddmA1,Dicamba O-demethylase 1 ferredoxin reductase component,12,12,1.0,1,4299,,,,1218,1218,1218.0,BEOABDLH_02122,IGIKDAHF_01814,DPGEGJOO_01599,MPBMMNBG_01905,INCINKBK_02020,AAIMJHFH_02556,CEOONHHG_01587,NAIMLHBL_01657,FBJECBCC_01623,DHFEOIJP_01802,EGPCAGCP_01645,FIDFLPKG_01900
puuD~~~puuD_2,puuD;puuD_2,Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD,12,12,1.0,1,4298,,,,780,780,780.0,BEOABDLH_04815,IGIKDAHF_04488,DPGEGJOO_04183,MPBMMNBG_04610,INCINKBK_04783,AAIMJHFH_05288,CEOONHHG_04368,NAIMLHBL_04438,FBJECBCC_04208,DHFEOIJP_04514,EGPCAGCP_04217,FIDFLPKG_04626
group_2244,,hypothetical protein,12,12,1.0,1,4297,,,,420,420,420.0,BEOABDLH_07098,IGIKDAHF_06405,DPGEGJOO_05651,MPBMMNBG_06556,INCINKBK_06700,AAIMJHFH_07650,CEOONHHG_06835,NAIMLHBL_06396,FBJECBCC_06339,DHFEOIJP_06578,EGPCAGCP_06641,FIDFLPKG_07180
group_2240,,hypothetical protein,12,12,1.0,1,4292,,,,729,729,729.0,BEOABDLH_01920,IGIKDAHF_01597,DPGEGJOO_01397,MPBMMNBG_01698,INCINKBK_01811,AAIMJHFH_02354,CEOONHHG_01387,NAIMLHBL_01438,FBJECBCC_01421,DHFEOIJP_01595,EGPCAGCP_01445,FIDFLPKG_01696
group_2238,,hypothetical protein,12,12,1.0,1,4289,,,,213,213,213.0,BEOABDLH_04339,IGIKDAHF_04003,DPGEGJOO_03691,MPBMMNBG_04053,INCINKBK_04262,AAIMJHFH_04811,CEOONHHG_03886,NAIMLHBL_03883,FBJECBCC_03717,DHFEOIJP_04008,EGPCAGCP_03738,FIDFLPKG_04080
group_2237,,hypothetical protein,12,12,1.0,1,4288,,,,1557,1638,1569.0,BEOABDLH_01237,IGIKDAHF_00909,DPGEGJOO_00773,MPBMMNBG_01112,INCINKBK_01254,AAIMJHFH_01690,CEOONHHG_00721,NAIMLHBL_00766,FBJECBCC_00809,DHFEOIJP_00973,EGPCAGCP_00782,FIDFLPKG_01046
group_2236,,hypothetical protein,12,12,1.0,1,4287,,,,429,429,429.0,BEOABDLH_03482,IGIKDAHF_03110,DPGEGJOO_02839,MPBMMNBG_03160,INCINKBK_03404,AAIMJHFH_03931,CEOONHHG_02826,NAIMLHBL_02919,FBJECBCC_02863,DHFEOIJP_03152,EGPCAGCP_02874,FIDFLPKG_03206
imuB_4~~~imuB_2,imuB_4;imuB_2,Protein ImuB,12,12,1.0,1,4283,,,,1416,1416,1416.0,BEOABDLH_05371,IGIKDAHF_05020,DPGEGJOO_04734,MPBMMNBG_05151,INCINKBK_05321,AAIMJHFH_05809,CEOONHHG_04921,NAIMLHBL_05250,FBJECBCC_04760,DHFEOIJP_05045,EGPCAGCP_04771,FIDFLPKG_05176
group_2234,,hypothetical protein,12,12,1.0,1,4282,,,,1551,1575,1559.5,BEOABDLH_03196,IGIKDAHF_02816,DPGEGJOO_02552,MPBMMNBG_02872,INCINKBK_03097,AAIMJHFH_03644,CEOONHHG_02539,NAIMLHBL_02624,FBJECBCC_02576,DHFEOIJP_02849,EGPCAGCP_02588,FIDFLPKG_02918
group_2233,,hypothetical protein,12,12,1.0,1,4281,,,,288,288,288.0,BEOABDLH_03084,IGIKDAHF_02697,DPGEGJOO_02447,MPBMMNBG_02762,INCINKBK_02980,AAIMJHFH_03534,CEOONHHG_02428,NAIMLHBL_02450,FBJECBCC_02471,DHFEOIJP_02732,EGPCAGCP_02477,FIDFLPKG_02806
group_2232,,hypothetical protein,12,12,1.0,1,4279,,,,321,321,321.0,BEOABDLH_02155,IGIKDAHF_01850,DPGEGJOO_01633,MPBMMNBG_01938,INCINKBK_02053,AAIMJHFH_02589,CEOONHHG_01620,NAIMLHBL_01692,FBJECBCC_01657,DHFEOIJP_01835,EGPCAGCP_01678,FIDFLPKG_01934
group_2231,,hypothetical protein,12,12,1.0,1,4278,,,,690,690,690.0,BEOABDLH_03827,IGIKDAHF_03478,DPGEGJOO_03180,MPBMMNBG_03493,INCINKBK_03743,AAIMJHFH_04295,CEOONHHG_03365,NAIMLHBL_03362,FBJECBCC_03205,DHFEOIJP_03490,EGPCAGCP_03221,FIDFLPKG_03548
group_2230,,hypothetical protein,12,12,1.0,1,4277,,,,1080,1080,1080.0,BEOABDLH_00862,IGIKDAHF_00524,DPGEGJOO_00398,MPBMMNBG_00660,INCINKBK_00869,AAIMJHFH_01315,CEOONHHG_00300,NAIMLHBL_00381,FBJECBCC_00434,DHFEOIJP_00598,EGPCAGCP_00396,FIDFLPKG_00636
trpB,trpB,Tryptophan synthase beta chain,12,12,1.0,1,4275,,,,1221,1221,1221.0,BEOABDLH_05436,IGIKDAHF_05083,DPGEGJOO_04799,MPBMMNBG_00348,INCINKBK_00505,AAIMJHFH_05874,CEOONHHG_04986,NAIMLHBL_05314,FBJECBCC_04825,DHFEOIJP_05108,EGPCAGCP_04836,FIDFLPKG_05242
group_2228,,hypothetical protein,12,12,1.0,1,4274,,,,1221,1221,1221.0,BEOABDLH_04641,IGIKDAHF_04301,DPGEGJOO_03993,MPBMMNBG_04438,INCINKBK_04561,AAIMJHFH_05113,CEOONHHG_04191,NAIMLHBL_04251,FBJECBCC_04018,DHFEOIJP_04310,EGPCAGCP_04040,FIDFLPKG_04453
pasT,pasT,Persistence and stress-resistance toxin PasT,12,12,1.0,1,4273,,,,456,456,456.0,BEOABDLH_02897,IGIKDAHF_02528,DPGEGJOO_02248,MPBMMNBG_02581,INCINKBK_02816,AAIMJHFH_03344,CEOONHHG_02240,NAIMLHBL_02280,FBJECBCC_02273,DHFEOIJP_02566,EGPCAGCP_02294,FIDFLPKG_02616
dadA1_3~~~dadA1_5~~~dadA1_4,dadA1_3;dadA1_5;dadA1_4,D-amino acid dehydrogenase 1,12,12,1.0,1,4271,,,,1251,1251,1251.0,BEOABDLH_06904,IGIKDAHF_06254,DPGEGJOO_05371,MPBMMNBG_06345,INCINKBK_06543,AAIMJHFH_07449,CEOONHHG_06606,NAIMLHBL_06245,FBJECBCC_06125,DHFEOIJP_06426,EGPCAGCP_06457,FIDFLPKG_06953
ykoF,ykoF,Putative HMP/thiamine-binding protein YkoF,12,12,1.0,1,4270,,,,609,633,631.0,BEOABDLH_05078,IGIKDAHF_04755,DPGEGJOO_04444,MPBMMNBG_04873,INCINKBK_05051,AAIMJHFH_05520,CEOONHHG_04630,NAIMLHBL_04981,FBJECBCC_04470,DHFEOIJP_04774,EGPCAGCP_04483,FIDFLPKG_04886
soxR,soxR,Redox-sensitive transcriptional activator SoxR,12,12,1.0,1,4269,,,,465,465,465.0,BEOABDLH_05076,IGIKDAHF_04753,DPGEGJOO_04442,MPBMMNBG_04871,INCINKBK_05049,AAIMJHFH_05518,CEOONHHG_04628,NAIMLHBL_04979,FBJECBCC_04468,DHFEOIJP_04772,EGPCAGCP_04481,FIDFLPKG_04884
hmuU_3,hmuU_3,Hemin transport system permease protein HmuU,12,12,1.0,1,4266,,,,1041,1041,1041.0,BEOABDLH_07152,IGIKDAHF_06455,DPGEGJOO_05708,MPBMMNBG_06599,INCINKBK_06755,AAIMJHFH_07708,CEOONHHG_06889,NAIMLHBL_06446,FBJECBCC_06397,DHFEOIJP_06630,EGPCAGCP_06695,FIDFLPKG_07235
group_2226,,hypothetical protein,12,12,1.0,1,4265,,,,612,618,616.5,BEOABDLH_03368,IGIKDAHF_02991,DPGEGJOO_02725,MPBMMNBG_03047,INCINKBK_03278,AAIMJHFH_03813,CEOONHHG_02712,NAIMLHBL_02800,FBJECBCC_02749,DHFEOIJP_03030,EGPCAGCP_02760,FIDFLPKG_03092
ybaK,ybaK,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK,12,12,1.0,1,4263,,,,474,474,474.0,BEOABDLH_00831,IGIKDAHF_00440,DPGEGJOO_00365,MPBMMNBG_00624,INCINKBK_00808,AAIMJHFH_01283,CEOONHHG_00278,NAIMLHBL_00299,FBJECBCC_00402,DHFEOIJP_00536,EGPCAGCP_00365,FIDFLPKG_00605
mrpE,mrpE,Na(+)/H(+) antiporter subunit E,12,12,1.0,1,4262,,,,474,474,474.0,BEOABDLH_01994,IGIKDAHF_01679,DPGEGJOO_01471,MPBMMNBG_01775,INCINKBK_01890,AAIMJHFH_02427,CEOONHHG_01459,NAIMLHBL_01522,FBJECBCC_01495,DHFEOIJP_01670,EGPCAGCP_01517,FIDFLPKG_01771
group_2223,,hypothetical protein,12,12,1.0,1,4260,,,,723,723,723.0,BEOABDLH_00622,IGIKDAHF_00247,DPGEGJOO_00183,MPBMMNBG_00436,INCINKBK_00619,AAIMJHFH_01098,CEOONHHG_00094,NAIMLHBL_00106,FBJECBCC_00219,DHFEOIJP_00348,EGPCAGCP_00183,FIDFLPKG_00420
group_2222,,hypothetical protein,12,12,1.0,1,4258,,,,471,471,471.0,BEOABDLH_03425,IGIKDAHF_03047,DPGEGJOO_02782,MPBMMNBG_03103,INCINKBK_03340,AAIMJHFH_03870,CEOONHHG_02769,NAIMLHBL_02856,FBJECBCC_02806,DHFEOIJP_03089,EGPCAGCP_02817,FIDFLPKG_03149
group_2221,,hypothetical protein,12,12,1.0,1,4257,,,,477,477,477.0,BEOABDLH_03423,IGIKDAHF_03045,DPGEGJOO_02780,MPBMMNBG_03101,INCINKBK_03338,AAIMJHFH_03868,CEOONHHG_02767,NAIMLHBL_02854,FBJECBCC_02804,DHFEOIJP_03087,EGPCAGCP_02815,FIDFLPKG_03147
thiE_3~~~thiE_2,thiE_3;thiE_2,Thiamine-phosphate synthase,12,12,1.0,1,4256,,,,636,636,636.0,BEOABDLH_06332,IGIKDAHF_05907,DPGEGJOO_06282,MPBMMNBG_05993,INCINKBK_06130,AAIMJHFH_06594,CEOONHHG_06089,NAIMLHBL_05672,FBJECBCC_05711,DHFEOIJP_06058,EGPCAGCP_05623,FIDFLPKG_06478
group_2220,,hypothetical protein,12,12,1.0,1,4255,,,,477,477,477.0,BEOABDLH_02168,IGIKDAHF_01862,DPGEGJOO_01646,MPBMMNBG_01951,INCINKBK_02066,AAIMJHFH_02602,CEOONHHG_01633,NAIMLHBL_01704,FBJECBCC_01670,DHFEOIJP_01848,EGPCAGCP_01691,FIDFLPKG_01947
group_2219,,D-threonine aldolase,12,12,1.0,1,4254,,,,1101,1101,1101.0,BEOABDLH_06387,IGIKDAHF_05955,DPGEGJOO_06338,MPBMMNBG_05587,INCINKBK_06190,AAIMJHFH_06706,CEOONHHG_06145,NAIMLHBL_05720,FBJECBCC_05767,DHFEOIJP_05606,EGPCAGCP_05683,FIDFLPKG_06534
group_2218,,hypothetical protein,12,12,1.0,1,4253,,,,480,552,486.0,BEOABDLH_05825,IGIKDAHF_05308,DPGEGJOO_05165,MPBMMNBG_05430,INCINKBK_05453,AAIMJHFH_06202,CEOONHHG_05272,NAIMLHBL_04613,FBJECBCC_05195,DHFEOIJP_05516,EGPCAGCP_05402,FIDFLPKG_05972
coaE~~~coaE_2,coaE;coaE_2,Dephospho-CoA kinase,12,12,1.0,1,4251,,,,612,612,612.0,BEOABDLH_05419,IGIKDAHF_05066,DPGEGJOO_04782,MPBMMNBG_00331,INCINKBK_00488,AAIMJHFH_05857,CEOONHHG_04969,NAIMLHBL_05297,FBJECBCC_04808,DHFEOIJP_05091,EGPCAGCP_04819,FIDFLPKG_05225
group_2217,,hypothetical protein,12,15,1.25,1,4250,,,,525,1941,1631.2,BEOABDLH_04699,IGIKDAHF_04377;IGIKDAHF_04376,DPGEGJOO_04051,MPBMMNBG_04496,INCINKBK_00332,AAIMJHFH_05172;AAIMJHFH_05171,CEOONHHG_04249,NAIMLHBL_04327;NAIMLHBL_04326,FBJECBCC_04076,DHFEOIJP_04369,EGPCAGCP_04099,FIDFLPKG_04511
argG_2,argG_2,Argininosuccinate synthase,12,12,1.0,1,4248,,,,1224,1224,1224.0,BEOABDLH_05195,IGIKDAHF_04834,DPGEGJOO_04558,MPBMMNBG_04966,INCINKBK_05132,AAIMJHFH_05634,CEOONHHG_04744,NAIMLHBL_05060,FBJECBCC_04584,DHFEOIJP_04855,EGPCAGCP_04595,FIDFLPKG_05000
dnaE2_3~~~dnaE2_2,dnaE2_3;dnaE2_2,Error-prone DNA polymerase,12,12,1.0,1,4247,,,,3465,3465,3465.0,BEOABDLH_05370,IGIKDAHF_05019,DPGEGJOO_04733,MPBMMNBG_05150,INCINKBK_05320,AAIMJHFH_05808,CEOONHHG_04920,NAIMLHBL_05249,FBJECBCC_04759,DHFEOIJP_05044,EGPCAGCP_04770,FIDFLPKG_05175
group_2214,,hypothetical protein,12,12,1.0,1,4244,,,,420,426,423.0,BEOABDLH_03252,IGIKDAHF_02874,DPGEGJOO_02608,MPBMMNBG_02932,INCINKBK_03156,AAIMJHFH_03700,CEOONHHG_02595,NAIMLHBL_02682,FBJECBCC_02632,DHFEOIJP_02908,EGPCAGCP_02644,FIDFLPKG_02974
group_2213,,hypothetical protein,12,12,1.0,1,4243,,,,495,495,495.0,BEOABDLH_01808,IGIKDAHF_01470,DPGEGJOO_01284,MPBMMNBG_00249,INCINKBK_00009,AAIMJHFH_02237,CEOONHHG_01276,NAIMLHBL_01308,FBJECBCC_01321,DHFEOIJP_01519,EGPCAGCP_01357,FIDFLPKG_01608
fdhC~~~fdhC_2,fdhC;;fdhC_2,Fructose dehydrogenase cytochrome subunit;hypothetical protein,12,13,1.0833333333333333,1,4241,,,,405,915,844.8461538461538,BEOABDLH_01963;BEOABDLH_01962,IGIKDAHF_01646,DPGEGJOO_01440,MPBMMNBG_01742,INCINKBK_01858,AAIMJHFH_02396,CEOONHHG_01428,NAIMLHBL_01489,FBJECBCC_01464,DHFEOIJP_01639,EGPCAGCP_01486,FIDFLPKG_01740
rlmL,rlmL,Ribosomal RNA large subunit methyltransferase K/L,12,12,1.0,1,4238,,,,957,1098,968.75,BEOABDLH_00959,IGIKDAHF_00625,DPGEGJOO_00496,MPBMMNBG_00765,INCINKBK_00975,AAIMJHFH_01412,CEOONHHG_00442,NAIMLHBL_00482,FBJECBCC_00532,DHFEOIJP_00705,EGPCAGCP_00507,FIDFLPKG_00734
gatB,gatB,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B,12,12,1.0,1,4236,,,,1503,1605,1511.5,BEOABDLH_02731,IGIKDAHF_02437,DPGEGJOO_02163,MPBMMNBG_02486,INCINKBK_02613,AAIMJHFH_03234,CEOONHHG_02154,NAIMLHBL_02189,FBJECBCC_02188,DHFEOIJP_02467,EGPCAGCP_02208,FIDFLPKG_02531
group_2210,,hypothetical protein,12,12,1.0,1,4235,,,,276,276,276.0,BEOABDLH_02727,IGIKDAHF_02432,DPGEGJOO_02159,MPBMMNBG_02482,INCINKBK_02609,AAIMJHFH_03230,CEOONHHG_02151,NAIMLHBL_02184,FBJECBCC_02184,DHFEOIJP_02463,EGPCAGCP_02204,FIDFLPKG_02527
group_2209,,hypothetical protein,12,12,1.0,1,4234,,,,510,510,510.0,BEOABDLH_02729,IGIKDAHF_02435,DPGEGJOO_02161,MPBMMNBG_02484,INCINKBK_02611,AAIMJHFH_03232,CEOONHHG_02153,NAIMLHBL_02187,FBJECBCC_02186,DHFEOIJP_02465,EGPCAGCP_02206,FIDFLPKG_02529
group_2208,,hypothetical protein,12,12,1.0,1,4233,,,,330,963,910.25,BEOABDLH_02937,IGIKDAHF_02549,DPGEGJOO_02288,MPBMMNBG_02601,INCINKBK_02840,AAIMJHFH_03385,CEOONHHG_02280,NAIMLHBL_02301,FBJECBCC_02313,DHFEOIJP_02589,EGPCAGCP_02334,FIDFLPKG_02656
paoC_3~~~paoC_2,paoC_3;paoC_2,Aldehyde oxidoreductase molybdenum-binding subunit PaoC,12,12,1.0,1,4232,,,,2199,2199,2199.0,BEOABDLH_06794,IGIKDAHF_06110,DPGEGJOO_05253,MPBMMNBG_06191,INCINKBK_06404,AAIMJHFH_07339,CEOONHHG_06495,NAIMLHBL_06101,FBJECBCC_06008,DHFEOIJP_06279,EGPCAGCP_06352,FIDFLPKG_06838
group_2207,,hypothetical protein,12,12,1.0,1,4231,,,,522,522,522.0,BEOABDLH_07325,IGIKDAHF_06780,DPGEGJOO_06603,MPBMMNBG_06874,INCINKBK_07036,AAIMJHFH_08156,CEOONHHG_07059,NAIMLHBL_06786,FBJECBCC_06564,DHFEOIJP_06919,EGPCAGCP_06966,FIDFLPKG_07479
pcaJ~~~pcaJ_2,pcaJ;pcaJ_2,3-oxoadipate CoA-transferase subunit B,12,12,1.0,1,4229,,,,690,720,698.75,BEOABDLH_06179,IGIKDAHF_05787,DPGEGJOO_06163,MPBMMNBG_05881,INCINKBK_06003,AAIMJHFH_06456,CEOONHHG_05828,NAIMLHBL_05552,FBJECBCC_05591,DHFEOIJP_05913,EGPCAGCP_06056,FIDFLPKG_06324
group_2205,,hypothetical protein,12,12,1.0,1,4228,,,,312,420,358.5,BEOABDLH_01822,IGIKDAHF_01480,DPGEGJOO_01300,MPBMMNBG_00272,INCINKBK_00416,AAIMJHFH_02251,CEOONHHG_01290,NAIMLHBL_01319,FBJECBCC_01337,DHFEOIJP_00189,EGPCAGCP_01371,FIDFLPKG_01622
tilS,tilS,tRNA(Ile)-lysidine synthase,12,12,1.0,1,4225,,,,1458,1494,1468.5,BEOABDLH_04632,IGIKDAHF_04292,DPGEGJOO_03985,MPBMMNBG_04429,INCINKBK_04552,AAIMJHFH_05104,CEOONHHG_04183,NAIMLHBL_04242,FBJECBCC_04010,DHFEOIJP_04301,EGPCAGCP_04032,FIDFLPKG_04444
rcsC_9~~~rcsC_7~~~rcsC_8,rcsC_9;rcsC_7;rcsC_8,Sensor histidine kinase RcsC,12,12,1.0,1,4224,,,,1647,1647,1647.0,BEOABDLH_02271,IGIKDAHF_01963,DPGEGJOO_01750,MPBMMNBG_02059,INCINKBK_02176,AAIMJHFH_02705,CEOONHHG_01736,NAIMLHBL_01805,FBJECBCC_01774,DHFEOIJP_01950,EGPCAGCP_01794,FIDFLPKG_02050
fbcH_2,fbcH_2,Cytochrome b/c1,12,12,1.0,1,4221,,,,1269,1281,1270.0,BEOABDLH_04176,IGIKDAHF_03837,DPGEGJOO_03529,MPBMMNBG_03869,INCINKBK_04100,AAIMJHFH_04647,CEOONHHG_03714,NAIMLHBL_03721,FBJECBCC_03555,DHFEOIJP_03848,EGPCAGCP_03568,FIDFLPKG_03917
ycjX,ycjX,putative protein YcjX,12,12,1.0,1,4217,,,,1476,1476,1476.0,BEOABDLH_03309,IGIKDAHF_02929,DPGEGJOO_02661,MPBMMNBG_02988,INCINKBK_03209,AAIMJHFH_03754,CEOONHHG_02649,NAIMLHBL_02738,FBJECBCC_02685,DHFEOIJP_02961,EGPCAGCP_02699,FIDFLPKG_03030
group_2198,,hypothetical protein,12,12,1.0,1,4214,,,,489,561,549.0,BEOABDLH_02623,IGIKDAHF_02324,DPGEGJOO_02052,MPBMMNBG_02388,INCINKBK_02501,AAIMJHFH_03124,CEOONHHG_02046,NAIMLHBL_02075,FBJECBCC_02077,DHFEOIJP_02358,EGPCAGCP_02099,FIDFLPKG_02420
iscR_2,iscR_2,HTH-type transcriptional regulator IscR,12,12,1.0,1,4212,,,,537,537,537.0,BEOABDLH_04496,IGIKDAHF_04158,DPGEGJOO_03847,MPBMMNBG_04213,INCINKBK_04416,AAIMJHFH_04968,CEOONHHG_04044,NAIMLHBL_04038,FBJECBCC_03872,DHFEOIJP_04162,EGPCAGCP_03894,FIDFLPKG_04237
group_2196,,putative FAD-linked oxidoreductase,12,12,1.0,1,4211,,,,1431,1443,1435.0,BEOABDLH_01510,IGIKDAHF_01203,DPGEGJOO_01040,MPBMMNBG_01388,INCINKBK_01532,AAIMJHFH_01964,CEOONHHG_00988,NAIMLHBL_01041,FBJECBCC_01075,DHFEOIJP_01247,EGPCAGCP_01090,FIDFLPKG_01334
group_2195,,hypothetical protein,12,12,1.0,1,4210,,,,516,813,746.75,BEOABDLH_01506,IGIKDAHF_01199,DPGEGJOO_01036,MPBMMNBG_01384,INCINKBK_01528,AAIMJHFH_01960,CEOONHHG_00984,NAIMLHBL_01037,FBJECBCC_01071,DHFEOIJP_01243,EGPCAGCP_01086,FIDFLPKG_01330
